employee_id,first_name,last_name,gender,email,phone_number,department,designation,salary,city,state,country,joining_date,employment_status,manager_id,experience_years,performance_rating,bonus_percentage,created_date
1699,Ikbal,Chauhan!@#,F,,123456,HR,Director123,397890,,uttar pradesh,India,2003-01-19,Terminated,NULL,17.5,2,28.94,2099-01-01
10198,Netra!@#,suri,F,not-an-email,+91 9948131177,,,2346564,Kharagpur,,India,2027-05-25,INACTIVE,,18.2,5,8.35,2022-03-12
9325,Aarna!@#,Bali!@#,Unknown,aarna_bali@company,+919553881808,HR,Lead,0,Udaipur,,IND,01-01-1900,ACTIVE,NULL,7.7,3,21.71,2099-01-01
1936,EKANTA,VAIDYA,F,,123456,  Operations,,1025320,KOLLAM,andhra pradesh,  india  ,01-01-1900,On Leave,10518,20.7,2,-5,2025-02-05
8528,  Forum  ,andra,OTHER,,XXXXXXXXXX,,VP,0,Belgaum,Jharkhand,India ,01-01-1900,Terminated,9667,5.7,9,8.13,2099-01-01
7569,nandini,Sachar,OTHER,  nandini@company.com  ,+91 8470413675,PRODUCT,DIRECTOR,654225,GURGAON,Assam,india,,INACTIVE,3460,23.2,4,9.1,2022-05-05
2344,Darpan,mohan,OTHER,DUPLICATE@company.com,+918186695098,  Legal,Intern,608320,Bhilai,tripura,IND,31-13-2023,ACTIVE,99999999,22.9,,8.3,04/05/2023
7528,  Netra  ,OZA,male,DUPLICATE@company.com,123456,,Senior Manager,2531944,,madhya pradesh,  india  ,,Terminated,-1,20.2,3,28.8,23/05/2025
7343,  Faraj  ,hora,F,Faraj@,+917935752819,OPERATIONS,Senior Analyst123,1075713,Shahjahanpur,Gujarat,INDIA,,active,99999999,12.0,3,22.8,2099-01-01
6095,Jonathan,Chacko,female,jonathan_chacko@company,123456,FINANCE,Senior Analyst123,999999999,OZHUKARAI,Assam,IND,2012-05-04,,NULL,13.3,5,10.47,2099-01-01
9836,MAYA,Gera!@#,Female,,123456,,,2676309,PARBHANI,,  india  ,01-01-1900,Terminated,1451,4.4,4,20.61,12/11/2021
10311,hemal,DOSHI,M,hemal.doshi@company.com,+91 7228895474,HR,Consultant,,Moradabad,andhra pradesh,Bharat,2009-11-15,active,3917,22.6,5.0,26.53,2099-01-01
4717,Ucchal!@#,,Female,ucchal.borah@company.co.in,,,VP123,999999999,Raebareli,,IND,01-01-1900,Terminated,,6.9,2,9.88,
5899,Harshil,RATTAN,female,harshil.rattan@company.com,+1-968-9039,,,999999999,,Tamil Nadu,INDIA,2022/05/10,active,NULL,14.6,5,22.64,
1205,aashi,Sant!@#,MALE,,+91 7723445446,HR,Analyst,999999999,,rajasthan,India,01-01-1900,,-1,3.9,4,27.56,2022-11-25
4694,Tara!@#,Sarraf!@#,Female,tara.sarraf@company.co.in,XXXXXXXXXX,  IT,,999999999,REWA,sikkim,IND,01-01-1900,Inactive,-1,18.1,4,105,21/12/2025
5750,pranav,Mallick,Unknown,  pranav@company.com  ,9882859630,HR,Consultant123,,Panipat,,INDIA,2012-08-07,Active,-1,0.4,5,24.93,2022-06-09
4388,Aachal,  Sura  ,MALE,aachal.sura@company.co.in,+1-528-5203,,,1691617,Ujjain,Nagaland,,01-01-1900,ACTIVE,NULL,4.5,3,18.68,21/07/2025
4221,Dipta!@#,dugal,Unknown,dipta_dugal@company,,DATA,VP,,Karnal,assam,  india  ,2013-11-27,,7783,4.1,2,2.2,2099-01-01
10302,Manbir,Mukhopadhyay,female,manbir.mukhopadhyay@company.co.in,+916069835011,data,Consultant,999999999,Katni,,INDIA,01-01-1900,Active,NULL,4.3,2,1.63,
10959,Advika!@#,Pradhan,,advika_pradhan@company,XXXXXXXXXX,Sales,,1795082,TINSUKIA,,Bharat,2022/05/10,On Leave,99999999,17.0,1,5.08,11/09/2024
2473,michael,,Male,not-an-email,9824032807,HR,ASSOCIATE,,Panipat,jharkhand,,2022/05/10,Inactive,NULL,7.9,5.0,105,2099-01-01
1928,  Oliver  ,pillay,MALE,DUPLICATE@company.com,,Engineering,ASSOCIATE,999999999,,,IND,2027-01-06,Terminated,-1,8.9,1,8.07,2099-01-01
5672,Ryan!@#,Raju!@#,MALE,ryan_raju@company,+1-745-1945,finance,DIRECTOR,2363170,KARNAL,,,2022/05/10,ACTIVE,-1,4.5,9,19.04,2099-01-01
9697,Robert,chaudhry,Unknown,Robert@,+919932776325,hr,VP123,1805267,,Jharkhand,IND,01-01-1900,On Leave,99999999,15.8,3,1.02,2099-01-01
9762,  Ekaraj  ,YOGI,female,,+919158549862,,Senior Manager123,-23676,BIDAR,,IND,31-13-2023,,,8.7,1,26.86,2099-01-01
4798,Zashil,,Male,  zashil@company.com  ,9854808266,,VP123,2764677,SIRSA,gujarat,INDIA,2021-08-28,INACTIVE,,17.9,,11.03,2099-01-01
2166,Maya,Karnik!@#,OTHER,  maya@company.com  ,XXXXXXXXXX,  Legal,Intern,,ARRAH,Karnataka,INDIA,2022/05/10,Inactive,3955,16.7,2,27.69,18/06/2025
6310,EKTA,Majumdar!@#,MALE,,+918521012693,,Analyst123,1747767,,,INDIA,2022/05/10,INACTIVE,-1,9.0,3,25.21,2025-08-30
6377,Veda!@#,,,veda.bora@company.co.in,+917940472148,marketing,Senior Manager,0,DHARMAVARAM,haryana,,2022/05/10,Active,-1,21.8,9,24.5,03/01/2026
3412,  Omaja  ,palla,F,omaja.palla@company.com,+91 6930666284,Finance,CONSULTANT,0,SATNA,odisha,  india  ,31-13-2023,On Leave,NULL,14.3,3,105,
7189,Mugdha,  Goda  ,OTHER,mugdha_goda@company,9855704976,PRODUCT,,999999999,,,IN,01-01-1900,active,-1,3.2,5.0,11.26,20/01/2024
2364,charan,Modi!@#,Female,charan_modi@company,,FINANCE,Lead,2660431,AHMEDABAD,rajasthan,INDIA,,Active,-1,15.1,4,7.35,
4780,  Yashoda  ,Raghavan,F,  yashoda@company.com  ,+91 7019808286,,Intern123,0,Bikaner,bihar,IND,,,4509,21.0,1,17.0,15/06/2025
7998,qasim,DATTA,M,qasim.datta@company.com,+917713284945,HR,Director123,1548811,SRIKAKULAM,Maharashtra,INDIA,2026-12-31,,99999999,20.7,NULL,25.56,
3495,chandani,BAHL,Unknown,chandani.bahl@company.co.in,,,ANALYST,0,Sri Ganganagar,Madhya Pradesh,Bharat,2026-08-24,On Leave,,18.0,4,23.62,
10356,Mohini!@#,  Ahluwalia  ,M,,+916094013254,ENGINEERING,,0,BARASAT,,Bharat,2022/05/10,On Leave,,4.0,5.0,,05/01/2023
4601,  Amol  ,Pal!@#,Male,amol.pal@company.com,9870115962,IT,Senior Analyst123,1981377,SULTAN PUR MAJRA,,,2027-03-06,ACTIVE,99999999,20.8,3,23.69,2099-01-01
10942,Gavin!@#,GREWAL,Male,,123456,OPERATIONS,INTERN,1578691,Amravati,,,2009-12-19,INACTIVE,-1,14.8,3,13.57,2023-08-08
9614,  Gabriel  ,Bhasin!@#,F,  gabriel@company.com  ,+916385731798,  Engineering,Consultant123,2980645,,assam,Bharat,2018-06-18,active,,3.0,5,19.85,2099-01-01
7258,charvi,koshy,Male,not-an-email,,OPERATIONS,Manager,2233182,,,,,Inactive,99999999,14.3,9,16.24,
5229,CHASMUM,Shroff,F,Chasmum@,+91 9612023036,Sales,ANALYST,,GORAKHPUR,,,2027-01-19,,,17.1,5.0,21.18,
7252,Vasudha,,Unknown,vasudha.lall@company.com,,finance,Senior Analyst123,-24417,MAHBUBNAGAR,,,2022/05/10,active,NULL,0.7,4,5.63,
6694,  Zaid  ,Verma!@#,OTHER,not-an-email,+1-810-1971,Finance,Senior Analyst123,864957,Mahbubnagar,,India,2011-05-09,,99999999,3.7,1,17.18,2023-02-04
8297,Kiaan,  Bedi  ,OTHER,not-an-email,9892716605,  Sales,Manager,0,KURNOOL,,India ,31-13-2023,,9292,3.4,5,7.41,
6454,hamsini,Majumdar!@#,F,not-an-email,+1-160-7570,LEGAL,,460626,,goa,india,,Inactive,2788,2.7,5,28.86,2099-01-01
5250,keya,LAD,female,,123456,  HR,SENIOR MANAGER,-19662,,,India,,,-1,4.8,4,18.06,2099-01-01
3013,Ekavir!@#,ramesh,female,not-an-email,+916895895991,HR,Intern123,999999999,Jehanabad,Madhya Pradesh,India ,01-01-1900,On Leave,,24.1,2,105,2025-08-05
1348,Warinder!@#,Jain!@#,female,DUPLICATE@company.com,9843098368,FINANCE,,626311,,jharkhand,,2020-09-29,On Leave,3546,,,9.01,19/10/2023
4743,chaitanya,,OTHER,chaitanya_shankar@company,123456,,DIRECTOR,1735518,BHAGALPUR,,,01-01-1900,Terminated,,18.4,5.0,1.93,18/04/2023
4700,radha,Bains,,  radha@company.com  ,,  Sales,Associate123,-36138,,Jharkhand,IND,31-13-2023,active,NULL,16.5,3,14.5,
1896,MANAN,Deshmukh!@#,M,DUPLICATE@company.com,,,,999999999,Rajahmundry,Chhattisgarh,INDIA,31-13-2023,,,14.0,7,10.14,2099-01-01
5639,inaya,Rajagopal!@#,male,  inaya@company.com  ,+91 9410603990,,,1036165,,uttarakhand,IN,2004-01-23,Terminated,6123,0.7,1,9.68,2099-01-01
1316,Upadhriti,GOPAL,male,upadhriti_gopal@company,XXXXXXXXXX,OPERATIONS,VP,2315597,SALEM,,IN,2027-01-31,ACTIVE,NULL,22.6,7,7.91,23/10/2022
5303,Zilmil!@#,Vig,female,zilmil.vig@company.com,+919272711195,sales,Lead123,999999999,PALLAVARAM,,India ,01-01-1900,INACTIVE,,2.9,5.0,3.06,2023-03-29
5393,ORINDER,bora,female,orinder.bora@company.co.in,9831990249,  Product,Intern,999999999,Bidar,,IND,01-01-1900,Active,-1,3.7,5,0.66,2021-06-11
6924,Udant,,Male,DUPLICATE@company.com,XXXXXXXXXX,Operations,,,,Jharkhand,IN,31-13-2023,ACTIVE,-1,15.0,3,21.43,14/03/2024
3564,Ekanta!@#,Suri,Male,ekanta.suri@company.co.in,+917388079578,HR,,0,MEHSANA,Goa,IND,01-01-1900,INACTIVE,-1,23.8,5,4.0,2099-01-01
4117,  Tanmayi  ,Memon!@#,,tanmayi_memon@company,XXXXXXXXXX,  Operations,Manager,999999999,Hajipur,chhattisgarh,INDIA,2026-12-27,Inactive,NULL,10.7,NULL,12.47,06/08/2021
7957,AAHANA,  Anand  ,OTHER,Aahana@,+919172609368,,Lead,0,,Uttarakhand,Bharat,,,,4.4,4,24.11,
4317,BENJAMIN,,female,benjamin_bora@company,+1-414-6433,,,-45322,Sangli-Miraj & Kupwad,maharashtra,,01-01-1900,active,2529,10.7,3,18.81,26/07/2021
8134,samuel,Bains!@#,,not-an-email,+91 6075215652,Marketing,,1522719,HAZARIBAGH,karnataka,India,2020-02-27,Active,-1,13.9,2,105,2099-01-01
3022,veda,  Khare  ,female,veda_khare@company,XXXXXXXXXX,,,0,Orai,Odisha,india,2022/05/10,active,-1,14.9,3,11.63,2099-01-01
9180,XITI,basak,MALE,DUPLICATE@company.com,+1-152-9117,ENGINEERING,,903692,Ulhasnagar,,India,2013-11-09,INACTIVE,99999999,,,22.48,30/04/2024
9492,Orinder!@#,SODHI,Female,  orinder@company.com  ,+91 7901198095,,Consultant,1496041,Kurnool,goa,India,31-13-2023,Terminated,9404,0.4,1,22.81,13/05/2024
9841,Champak,  Chahal  ,F,champak_chahal@company,,SALES,ANALYST,,,andhra pradesh,Bharat,2022/05/10,On Leave,-1,7.5,,11.37,
4599,wridesh,MURTY,female,wridesh.murty@company.co.in,,Data,Senior Manager123,-10109,TADIPATRI,,,31-13-2023,Active,,18.4,5,24.39,2022-07-31
6186,  Wahab  ,Vaidya!@#,,DUPLICATE@company.com,,  Operations,Consultant,,KOTTAYAM,andhra pradesh,,2026-10-01,active,99999999,24.7,4,3.32,03/04/2024
8808,Brijesh!@#,,Female,brijesh.doctor@company.co.in,XXXXXXXXXX,Marketing,VP,2195905,Dindigul,,IND,2027-05-19,INACTIVE,-1,4.1,3,21.42,2099-01-01
2676,geetika,Narayanan,Female,geetika.narayanan@company.co.in,+91 7406574072,Legal,ASSOCIATE,-39178,,telangana,india,,ACTIVE,-1,6.1,2,17.58,2023-06-22
6403,Niharika,Prakash,Unknown,niharika.prakash@company.co.in,,SALES,Senior Manager123,2987059,Narasaraopet,Madhya Pradesh,india,2022/05/10,active,2491,24.9,3,0.44,
2824,Abhiram,Sidhu,OTHER,abhiram.sidhu@company.com,+91 9434017613,,,0,UJJAIN,gujarat,IN,2022/05/10,Active,10668,,9,-5,2025-07-28
8604,Sai,Srivastava!@#,MALE,not-an-email,+919992244569,DATA,,2855984,,Nagaland,  india  ,2010-05-06,ACTIVE,NULL,9.0,5.0,16.68,2099-01-01
3211,jagrati,,OTHER,  jagrati@company.com  ,XXXXXXXXXX,data,Associate123,,HARIDWAR,,,2009-03-16,,8407,4.8,5,0.39,
1123,YASHAWINI,mody,M,yashawini.mody@company.co.in,+1-233-8653,  Sales,MANAGER,,,,india,31-13-2023,active,,20.7,4,6.24,2099-01-01
6601,  Chakradhar  ,pandey,MALE,not-an-email,XXXXXXXXXX,  Data,,,,odisha,India,,Terminated,,7.3,,19.7,
7166,ira,  Mand  ,Unknown,Ira@,XXXXXXXXXX,Product,Director123,-49757,Gandhinagar,,,2002-01-20,,4796,5.1,3,,19/10/2022
8082,YASHODHARA,cheema,Male,Yashodhara@,+917763186964,Sales,,2138693,BIJAPUR,assam,india,01-01-1900,active,10394,24.3,2,1.6,2099-01-01
2584,  Darsh  ,LAD,MALE,darsh_lad@company,+918100250605,HR,CONSULTANT,999999999,,Maharashtra,IND,2022/05/10,Active,99999999,3.9,,7.27,14/12/2023
9775,  Vaishnavi  ,varughese,OTHER,  vaishnavi@company.com  ,+91 7850498537,Marketing,MANAGER,,,,India,31-13-2023,On Leave,1042,13.9,9,16.15,2022-04-30
2127,IMARAN,  Hegde  ,Unknown,,,DATA,Consultant123,999999999,LUCKNOW,,,31-13-2023,active,4897,3.1,2,105,11/02/2026
10190,  Rohan  ,Gola,Unknown,not-an-email,+917197646149,hr,,1622163,NANDYAL,punjab,india,01-01-1900,,99999999,1.7,3,5.02,2099-01-01
5926,  Peter  ,Korpal,Male,Peter@,+91 6455616859,  Finance,Lead,,Patna,Sikkim,IND,01-01-1900,On Leave,8713,22.1,4,4.98,2022-06-05
7550,TAMANNA,  Chada  ,,tamanna_chada@company,9816142647,engineering,Senior Analyst,2366330,SATNA,Nagaland,IND,,Active,,8.2,5,27.07,2022-11-17
6911,David!@#,Varty!@#,MALE,  david@company.com  ,123456,it,Analyst123,999999999,Nadiad,jharkhand,Bharat,01-01-1900,Inactive,9234,1.3,3,5.61,16/09/2022
8363,Advik!@#,pau,Female,  advik@company.com  ,+918824146728,  Product,VP123,999999999,DHULE,rajasthan,india,01-01-1900,,8757,23.0,2,23.61,2099-01-01
4841,Daksh!@#,SETH,F,  daksh@company.com  ,XXXXXXXXXX,engineering,SENIOR ANALYST,636452,Vadodara,tripura,India,2005-10-24,ACTIVE,99999999,,9,28.76,23/07/2022
5793,Zayyan!@#,Prashad,M,  zayyan@company.com  ,,  IT,Manager123,787192,NAVI MUMBAI,Rajasthan,,,Active,3949,17.1,7,16.88,
2099,gautam,shroff,Unknown,gautam.shroff@company.co.in,123456,operations,Lead123,,Sasaram,telangana,india,2022/05/10,Active,99999999,19.5,4,3.06,
4905,AVNI,  Dass  ,Male,,+918571637938,,Manager,,JUNAGADH,West Bengal,India,,,1304,13.0,2,17.71,2099-01-01
1652,Lakshit!@#,SAXENA,OTHER,lakshit_saxena@company,123456,engineering,,1298674,Rajkot,Nagaland,Bharat,01-01-1900,active,3895,24.9,5.0,10.81,2023-01-05
3944,Anita!@#,halder,male,  anita@company.com  ,+917759158858,engineering,Senior Manager123,,Barasat,mizoram,IN,2022/05/10,ACTIVE,-1,1.2,3,23.9,2024-01-25
10703,  Nathaniel  ,goel,,nathaniel.goel@company.co.in,+916859452027,SALES,Senior Analyst123,2747626,MOTIHARI,punjab,India,2027-05-25,On Leave,,18.0,2,,2099-01-01
5595,charvi,Lall,Unknown,not-an-email,123456,Marketing,,2941599,HYDERABAD,,,01-01-1900,,-1,0.4,1,12.18,
10822,  Charita  ,pai,Female,DUPLICATE@company.com,,,Analyst,2254227,Kanpur,Andhra Pradesh,,31-13-2023,On Leave,9777,24.4,3,8.17,2021-07-05
2892,Lila,  Sen  ,Unknown,DUPLICATE@company.com,+918318896932,,,,,odisha,IND,2001-09-26,,3885,21.2,5,26.75,2025-07-29
3187,  Faqid  ,Batta,OTHER,faqid_batta@company,+91 7772358351,hr,LEAD,0,ULHASNAGAR,himachal pradesh,INDIA,2015-03-09,,99999999,8.9,2,17.3,
1215,  Upasna  ,Pingle,MALE,Upasna@,+1-427-8449,,Consultant123,1423662,,rajasthan,India ,,Inactive,-1,4.3,9,14.23,28/12/2022
2514,Hritik,Basu!@#,Male,not-an-email,9826166786,  IT,SENIOR ANALYST,1445886,,Mizoram,INDIA,2000-12-03,Active,NULL,8.3,1,27.49,
10138,Ira!@#,DUA,M,ira.dua@company.com,XXXXXXXXXX,  Finance,Associate123,1892281,Chandigarh,Jharkhand,India,31-13-2023,ACTIVE,6765,4.7,3,25.12,11/03/2024
1875,ADVIK,,Female,advik.sule@company.com,XXXXXXXXXX,engineering,Senior Manager,-8521,NAGAON,Bihar,IND,2022/05/10,,,3.6,3,8.37,
7934,  Harita  ,Master!@#,,harita_master@company,+918892491077,,,1282772,,,INDIA,2026-10-16,active,99999999,5.2,2,0.95,2022-10-15
2245,Girish!@#,,Female,,123456,FINANCE,Consultant,-45490,Tirupati,,India,2027-01-15,Inactive,99999999,16.9,NULL,5.54,2099-01-01
3243,Andrew!@#,Srinivas!@#,,,+1-738-4190,  Product,Intern,-46131,KARAWAL NAGAR,,india,01-01-1900,ACTIVE,-1,12.2,2,16.15,2024-04-12
5881,  Ekansh  ,Behl!@#,,,,IT,Senior Analyst123,,Bongaigaon,manipur,India,31-13-2023,active,99999999,15.4,1,18.62,2099-01-01
2164,  Ishanvi  ,mohan,F,ishanvi.mohan@company.co.in,+91 9664337673,HR,Consultant,0,Ujjain,uttarakhand,India,,ACTIVE,NULL,13.8,1,2.89,2099-01-01
4369,  Rajata  ,Bava,Male,DUPLICATE@company.com,9869396732,,VP,1163400,Tadepalligudem,nagaland,Bharat,31-13-2023,Terminated,-1,23.2,NULL,13.1,15/09/2022
6235,Mason,Madan,OTHER,mason_madan@company,+917838373197,IT,Analyst123,1554285,Bally,Madhya Pradesh,india,01-01-1900,Active,,0.6,1,20.46,2099-01-01
8677,vasatika,VIRK,Female,vasatika.virk@company.co.in,XXXXXXXXXX,Sales,,2327554,Korba,,IN,2026-10-03,ACTIVE,NULL,12.2,7,7.3,2023-11-21
8256,Samesh,GILL,F,samesh.gill@company.com,123456,  Engineering,ANALYST,-25551,Kolhapur,rajasthan,IND,,,1126,9.2,1,21.68,
9628,BHAVINI,  Chhabra  ,female,not-an-email,123456,sales,VP,999999999,GORAKHPUR,goa,India,2026-06-06,On Leave,NULL,3.7,5,26.53,2099-01-01
3602,aadi,Walla,female,  aadi@company.com  ,123456,,,-23141,Unnao,,INDIA,,On Leave,NULL,10.4,7,22.11,
2509,alexander,Sandhu,male,DUPLICATE@company.com,+917957697683,Marketing,Senior Analyst123,-37106,Sambalpur,Rajasthan,India ,2026-11-06,Terminated,-1,12.5,3,15.76,2099-01-01
6719,Lucky,SAMRA,OTHER,Lucky@,,MARKETING,Senior Manager123,1291984,HUBLI–DHARWAD,Mizoram,india,2026-11-05,Inactive,99999999,20.1,7,18.76,2099-01-01
5367,DAYITA,murty,Unknown,not-an-email,9843012784,marketing,,0,,,india,31-13-2023,INACTIVE,99999999,10.3,2,8.72,2099-01-01
5566,HARRISON,nagy,F,harrison.nagy@company.com,+1-497-5376,Sales,Manager,,MYSORE,Meghalaya,IND,,ACTIVE,NULL,,5.0,5.89,
8222,BRIJESH,,M,brijesh.jani@company.co.in,+91 8481697428,LEGAL,,2579882,,Assam,india,,INACTIVE,10230,14.2,2,19.46,
10467,Dhruv,  Palan  ,M,,,,,999999999,,,  india  ,01-01-1900,On Leave,10153,14.5,5,14.48,
9472,Warinder!@#,Sama,male,Warinder@,+1-347-2379,Marketing,LEAD,,Gulbarga,Punjab,IN,01-01-1900,Inactive,5407,,5,8.37,01/04/2023
2190,Onveer!@#,din,M,DUPLICATE@company.com,+917025398136,SALES,Analyst123,-32438,Mathura,West Bengal,IND,2027-03-01,active,2778,,7,14.21,2024-03-11
5751,  Reyansh  ,jhaveri,male,reyansh.jhaveri@company.co.in,,Sales,Director123,1900407,KOTTAYAM,andhra pradesh,India,2022/05/10,Inactive,,21.4,3,23.52,
2108,  Sarthak  ,Kadakia!@#,Female,,,Data,,,,,India ,31-13-2023,Terminated,,6.2,2,13.75,
8753,Jack,  Chatterjee  ,,,+1-991-9220,Data,SENIOR MANAGER,999999999,Agra,Assam,IN,31-13-2023,active,5096,12.6,4,21.9,2025-08-09
8338,Jatin!@#,SHENOY,Male,Jatin@,9892712459,,ASSOCIATE,-30001,MAHESHTALA,manipur,India,01-01-1900,,-1,21.1,9,22.9,
10332,  Tanish  ,Korpal,Unknown,Tanish@,+918159652415,,Lead,0,Mumbai,,Bharat,01-01-1900,Inactive,-1,19.1,1,105,2023-12-05
6649,GAUTAM,  Gill  ,Male,DUPLICATE@company.com,,  Engineering,,,,,India ,,INACTIVE,NULL,8.5,5.0,5.38,2099-01-01
5435,OM,THAKER,M,om.thaker@company.com,XXXXXXXXXX,  Operations,ANALYST,-36118,,tripura,IND,2009-07-29,INACTIVE,NULL,15.5,4,1.58,2099-01-01
2136,luke,,,DUPLICATE@company.com,123456,HR,Director123,-18360,,Arunachal Pradesh,india,2026-12-02,INACTIVE,NULL,12.1,5,24.89,2025-09-05
10546,Timothy!@#,chakraborty,MALE,,123456,SALES,Consultant,791240,SIKAR,,India,2027-03-10,active,-1,8.7,4,21.32,
10458,Reva,Krishnamurthy!@#,male,reva.krishnamurthy@company.co.in,9874547641,Engineering,ASSOCIATE,0,,jharkhand,india,01-01-1900,INACTIVE,NULL,15.4,5.0,5.39,2099-01-01
9376,  Darika  ,Gara!@#,male,Darika@,,HR,,2264287,BARDHAMAN,,India,2026-08-17,On Leave,8765,1.0,2,26.7,2099-01-01
7149,CHATURA,naidu,OTHER,Chatura@,+91 7323537472,HR,Manager123,999999999,BURHANPUR,goa,  india  ,2014-12-21,active,7387,9.8,5,16.41,
10112,Tristan,Ray,,not-an-email,+917960571579,sales,Analyst123,-47244,Rohtak,punjab,India,,ACTIVE,,8.3,,10.74,2025-09-10
3560,Chandran!@#,  Oommen  ,Male,  chandran@company.com  ,XXXXXXXXXX,sales,VP123,1540956,Buxar,,IND,2001-04-24,Terminated,NULL,14.8,7,14.16,2099-01-01
4494,YUTIKA,  Lal  ,M,yutika_lal@company,+1-143-1867,Engineering,Senior Analyst123,999999999,,tamil nadu,IN,01-01-1900,active,99999999,19.9,3,16.27,
10538,Dominic!@#,Nagar,F,,+91 9673208355,,,,Tezpur,,INDIA,2026-12-15,INACTIVE,9232,21.9,1,21.96,
2970,Kavya!@#,Lala!@#,OTHER,kavya.lala@company.co.in,+919198676152,data,Analyst,800243,BHUSAWAL,Arunachal Pradesh,,2022/05/10,ACTIVE,9984,14.5,3,25.02,2099-01-01
4419,AGASTYA,  Narasimhan  ,F,,9882240516,operations,Intern,0,MACHILIPATNAM,Assam,,2016-10-30,,-1,15.1,1,105,2099-01-01
8075,RAJATA,  Wable  ,F,Rajata@,+1-509-2898,  Sales,VP,0,,Punjab,india,2013-08-21,active,1099,15.2,5.0,21.99,2099-01-01
7821,ekani,balay,Unknown,ekani_balay@company,9846941330,,DIRECTOR,,Siwan,nagaland,IND,2011-02-23,ACTIVE,3542,10.4,4,10.3,2025-09-21
10256,mason,  Divan  ,OTHER,not-an-email,+917097999858,  IT,Manager,999999999,,Maharashtra,india,2027-02-17,INACTIVE,99999999,20.6,5,2.38,
1720,MEGHA,  Taneja  ,F,megha_taneja@company,+916078549378,OPERATIONS,Intern,0,KHAMMAM,,India,2015-01-06,ACTIVE,NULL,9.0,NULL,1.58,2099-01-01
8427,Osha!@#,  Gera  ,Female,,123456,FINANCE,Lead123,-7387,NOIDA,Chhattisgarh,Bharat,2027-04-23,Active,,15.1,1,,2025-05-27
7817,BARKHA,KHATRI,Male,DUPLICATE@company.com,+918231096607,Product,Senior Analyst123,2483478,Mahbubnagar,Jharkhand,,2022/05/10,Active,NULL,16.0,9,18.75,
3800,ekani,agrawal,female,ekani_agrawal@company,+918842458854,engineering,Senior Manager123,2647927,,,india,2012-12-12,INACTIVE,99999999,24.4,4,23.16,30/05/2024
2243,  Harish  ,Bhargava,OTHER,harish.bhargava@company.co.in,+917205732543,Marketing,Analyst123,,Bhubaneswar,Assam,  india  ,,Active,NULL,9.2,9,27.9,2023-02-11
10691,Jagvi,  Bhatnagar  ,M,  jagvi@company.com  ,XXXXXXXXXX,it,Intern,,Shimoga,,Bharat,,active,NULL,2.6,2,27.06,07/01/2026
6380,Nakul!@#,SUNDARAM,,DUPLICATE@company.com,XXXXXXXXXX,hr,Lead123,543535,,chhattisgarh,india,01-01-1900,Active,9816,13.9,4,4.32,
5547,  Yashvi  ,SARKAR,F,DUPLICATE@company.com,9877508487,,Lead123,2349612,Shimla,Bihar,Bharat,2005-07-09,Terminated,NULL,10.7,5,27.47,2099-01-01
8457,DAMYANTI,PRAKASH,OTHER,,123456,,,1268960,DELHI,kerala,Bharat,31-13-2023,On Leave,-1,14.0,1,24.21,01/07/2022
8071,nikita,NIGAM,F,nikita.nigam@company.co.in,,  HR,VP,-16527,KAMARHATI,,India ,,On Leave,99999999,16.9,7,6.63,
3111,Kalpit,  Andra  ,,not-an-email,+1-915-2455,  HR,Intern,999999999,SAHARANPUR,,IND,,Inactive,99999999,4.4,4,4.27,
1508,Owen,  Verma  ,male,owen.verma@company.co.in,123456,,Associate123,362637,,Telangana,,31-13-2023,Active,NULL,8.4,,28.14,2099-01-01
3260,unnati,Verma,MALE,not-an-email,,,Manager,350936,,arunachal pradesh,India,2026-09-12,Inactive,-1,1.7,5,10.09,
10764,  Siddharth  ,Dasgupta!@#,Female,DUPLICATE@company.com,+1-550-5144,product,Analyst123,2960125,MIRYALAGUDA,Uttarakhand,india,01-01-1900,,NULL,16.1,9,10.2,2099-01-01
2935,chaitanya,  Dhillon  ,OTHER,chaitanya.dhillon@company.com,+916781651271,,Senior Analyst123,2141403,Medininagar,assam,,01-01-1900,Terminated,8354,14.9,9,12.3,
3477,  Ojas  ,SHERE,Unknown,,+1-861-8407,DATA,Intern123,0,,Gujarat,Bharat,01-01-1900,Terminated,-1,11.0,5,14.01,2025-05-23
3912,Frederick,  Narasimhan  ,MALE,frederick.narasimhan@company.co.in,XXXXXXXXXX,FINANCE,Associate,0,,himachal pradesh,,01-01-1900,Terminated,8674,13.0,5,19.96,
3883,GAYATHRI,Sinha,OTHER,not-an-email,123456,Engineering,Director,-30015,Sultan Pur Majra,Arunachal Pradesh,INDIA,2008-08-12,ACTIVE,-1,9.4,4,28.35,2021-11-09
8777,WISHI,Hegde,Female,wishi.hegde@company.com,,OPERATIONS,VP123,1538206,Purnia,assam,IND,2014-08-30,Active,,21.9,3,24.28,
5703,priya,Sahni!@#,Female,priya.sahni@company.co.in,+1-213-3925,PRODUCT,Senior Analyst,,KHAMMAM,himachal pradesh,IN,31-13-2023,Inactive,99999999,15.3,3,0.27,2099-01-01
9481,Chaaya,  Aggarwal  ,Unknown,chaaya.aggarwal@company.co.in,+91 7822668602,Product,Consultant123,0,ELURU,meghalaya,IND,01-01-1900,ACTIVE,99999999,23.8,5.0,5.06,2025-04-22
